uSiteMeasureID,siteID,sampleID,reporterID,dateTime,type,typeOther,typeDescription,aggregation,aggregationOther,aggregationDesc,value,unit,notes,Unnamed: 14
SM_CHWW107_T,CHWW,PV718,McKay-GLIER,2022-04-04 00:00:00,wwTemp,,Field hand-held probe,max,,,14.0,oC,,
SM_CHWW107_pH,CHWW,PV718,McKay-GLIER,2022-04-04 00:00:00,wwpH,,Field hand-held probe,max,,,7.84,,,
SM_TB121_T,TB,PV719,McKay-GLIER,2022-04-01 08:45:00,wwTemp,,Field hand-held probe,max,,,6.4,oC,,
SM_TB121_pH,TB,PV719,McKay-GLIER,2022-04-01 08:45:00,wwpH,,Field hand-held probe,max,,,7.552,,,
SM_TB121_F,TB,PV719,McKay-GLIER,2022-04-01 08:45:00,wwFlow,,Measured daily average flow,mean,,,60.32,ML/D,,
SM_TB121_TSS,TB,PV719,McKay-GLIER,2022-04-01 08:45:00,wwTSS,,Laboratory analysis,max,,,201.8,mg/L,,
SM_TB122_T,TB,PV720,McKay-GLIER,2022-04-04 08:45:00,wwTemp,,Field hand-held probe,max,,,7.0,oC,,
SM_TB122_pH,TB,PV720,McKay-GLIER,2022-04-04 08:45:00,wwpH,,Field hand-held probe,max,,,7.48,,,
SM_TB122_F,TB,PV720,McKay-GLIER,2022-04-04 08:45:00,wwFlow,,Measured daily average flow,mean,,,69.48,ML/D,,
SM_TB122_TSS,TB,PV720,McKay-GLIER,2022-04-04 08:45:00,wwTSS,,Laboratory analysis,max,,,171.6,mg/L,,
SM_AM153_F,AM,PV721,McKay-GLIER,2022-04-06 06:30:00,wwFlow,,Measured daily average flow,mean,,,10734.4,m3/d,,
SM_AM153_F_Spot,AM,PV721,McKay-GLIER,2022-04-06 06:30:00,wwFlow,,Field hand-held probe,max,,,444.5,m3/hr,,
SM_AM153_T,AM,PV721,McKay-GLIER,2022-04-06 06:30:00,wwTemp,,Field hand-held probe,max,,,10.4,oC,,
SM_AM153_pH,AM,PV721,McKay-GLIER,2022-04-06 06:30:00,wwpH,,Field hand-held probe,max,,,7.91,,,
SM_LPCC196_F,LPCC,PV722,McKay-GLIER,2022-04-06 07:00:00,wwFlow,,Measured daily average flow,mean,,,248.0,L/s,,
SM_LPCC196_pH,LPCC,PV722,McKay-GLIER,2022-04-06 07:00:00,wwpH,,Field hand-held probe,max,,,7.62,,,
SM_LPCC196_T,LPCC,PV722,McKay-GLIER,2022-04-06 07:00:00,wwTemp,,Field hand-held probe,max,,,13.6,oC,,
SM_LRPCP238_T,LRPCP,PV723,McKay-GLIER,2022-04-05 00:00:00,wwTemp,,Field hand-held probe,max,,,12.2,oC,,
SM_LRPCP238_pH,LRPCP,PV723,McKay-GLIER,2022-04-05 00:00:00,wwpH,,Field hand-held probe,max,,,7.3,,,
SM_LRPCP239_T,LRPCP,PV724,McKay-GLIER,2022-04-06 00:00:00,wwTemp,,Field hand-held probe,max,,,12.4,oC,,
SM_LRPCP239_pH,LRPCP,PV724,McKay-GLIER,2022-04-06 00:00:00,wwpH,,Field hand-held probe,max,,,7.4,,,
SM_LRWRP246_F,LRWRP,PV725,McKay-GLIER,2022-04-05 07:00:00,wwFlow,,Measured daily average flow,mean,,,92.0,ML/D,,
SM_LRWRP246_T,LRWRP,PV725,McKay-GLIER,2022-04-05 07:00:00,wwTemp,,Field hand-held probe,max,,,11.9,oC,,
SM_LRWRP246_pH,LRWRP,PV725,McKay-GLIER,2022-04-05 07:00:00,wwpH,,Field hand-held probe,max,,,7.0,,,
SM_LRWRP247_F,LRWRP,PV726,McKay-GLIER,2022-04-06 07:00:00,wwFlow,,Measured daily average flow,mean,,,80.0,ML/D,,
SM_LRWRP247_T,LRWRP,PV726,McKay-GLIER,2022-04-06 07:00:00,wwTemp,,Field hand-held probe,max,,,12.3,oC,,
SM_LRWRP247_pH,LRWRP,PV726,McKay-GLIER,2022-04-06 07:00:00,wwpH,,Field hand-held probe,max,,,6.9,,,
SM_CHWW108_F,CHWW,PV731,McKay-GLIER,2022-04-06 00:00:00,wwFlow,,Measured daily average flow,mean,,,23.45,ML/D,,
SM_CHWW108_T,CHWW,PV731,McKay-GLIER,2022-04-06 00:00:00,wwTemp,,Field hand-held probe,max,,,12.3,oC,,
SM_CHWW108_pH,CHWW,PV731,McKay-GLIER,2022-04-06 00:00:00,wwpH,,Field hand-held probe,max,,,8.48,,,
SM_LA102_F,LA,PV732,McKay-GLIER,2022-04-07 09:00:00,wwFlow,,Measured daily average flow,mean,,,176.0,L/s,,
SM_LA102_T,LA,PV732,McKay-GLIER,2022-04-07 09:00:00,wwTemp,,Field hand-held probe,max,,,13.6,oC,,
SM_LA102_pH,LA,PV732,McKay-GLIER,2022-04-07 09:00:00,wwpH,,Field hand-held probe,max,,,7.29,,,
SM_LPCC197_F,LPCC,PV733,McKay-GLIER,2022-04-08 07:00:00,wwFlow,,Measured daily average flow,mean,,,239.0,L/s,,
SM_LPCC197_pH,LPCC,PV733,McKay-GLIER,2022-04-08 07:00:00,wwpH,,Field hand-held probe,max,,,7.86,,,
SM_LPCC197_T,LPCC,PV733,McKay-GLIER,2022-04-08 07:00:00,wwTemp,,Field hand-held probe,max,,,14.4,oC,,
SM_LRPCP240_F,LRPCP,PV734,McKay-GLIER,2022-04-07 00:00:00,wwFlow,,Measured daily average flow,mean,,,65000.0,m3/d,,
SM_LRPCP240_T,LRPCP,PV734,McKay-GLIER,2022-04-07 00:00:00,wwTemp,,Field hand-held probe,max,,,11.6,oC,,
SM_LRPCP240_pH,LRPCP,PV734,McKay-GLIER,2022-04-07 00:00:00,wwpH,,Field hand-held probe,max,,,7.1,,,
SM_LRPCP241_F,LRPCP,PV735,McKay-GLIER,2022-04-08 00:00:00,wwFlow,,Measured daily average flow,mean,,,40000.0,m3/d,,
SM_LRPCP241_T,LRPCP,PV735,McKay-GLIER,2022-04-08 00:00:00,wwTemp,,Field hand-held probe,max,,,12.0,oC,,
SM_LRPCP241_pH,LRPCP,PV735,McKay-GLIER,2022-04-08 00:00:00,wwpH,,Field hand-held probe,max,,,7.3,,,
SM_LRWRP248_F,LRWRP,PV736,McKay-GLIER,2022-04-07 07:00:00,wwFlow,,Measured daily average flow,mean,,,118.0,ML/D,,
SM_LRWRP248_T,LRWRP,PV736,McKay-GLIER,2022-04-07 07:00:00,wwTemp,,Field hand-held probe,max,,,11.5,oC,,
SM_LRWRP248_pH,LRWRP,PV736,McKay-GLIER,2022-04-07 07:00:00,wwpH,,Field hand-held probe,max,,,6.9,,,
SM_LRWRP249_F,LRWRP,PV737,McKay-GLIER,2022-04-08 07:00:00,wwFlow,,Measured daily average flow,mean,,,110.0,ML/D,,
SM_LRWRP249_T,LRWRP,PV737,McKay-GLIER,2022-04-08 07:00:00,wwTemp,,Field hand-held probe,max,,,11.7,oC,,
SM_LRWRP249_pH,LRWRP,PV737,McKay-GLIER,2022-04-08 07:00:00,wwpH,,Field hand-held probe,max,,,7.3,,,
SM_AM154_F,AM,PV752,McKay-GLIER,2022-04-11 06:30:00,wwFlow,,Measured daily average flow,mean,,,7797.3,m3/d,,
SM_AM154_F_Spot,AM,PV752,McKay-GLIER,2022-04-11 06:30:00,wwFlow,,Field hand-held probe,max,,,339.4,m3/hr,,
SM_AM154_T,AM,PV752,McKay-GLIER,2022-04-11 06:30:00,wwTemp,,Field hand-held probe,max,,,10.5,oC,,
SM_AM154_pH,AM,PV752,McKay-GLIER,2022-04-11 06:30:00,wwpH,,Field hand-held probe,max,,,7.93,,,
SM_LPCC198_F,LPCC,PV753,McKay-GLIER,2022-04-11 07:30:00,wwFlow,,Measured daily average flow,mean,,,167.38,L/s,,
SM_LPCC198_pH,LPCC,PV753,McKay-GLIER,2022-04-11 07:30:00,wwpH,,Field hand-held probe,max,,,8.02,,,
SM_LPCC198_T,LPCC,PV753,McKay-GLIER,2022-04-11 07:30:00,wwTemp,,Field hand-held probe,max,,,13.3,oC,,
SM_LRPCP242_F,LRPCP,PV754,McKay-GLIER,2022-04-11 00:00:00,wwFlow,,Measured daily average flow,mean,,,42320.0,m3/d,,
SM_LRPCP242_T,LRPCP,PV754,McKay-GLIER,2022-04-11 00:00:00,wwTemp,,Field hand-held probe,max,,,11.0,oC,,
SM_LRPCP242_pH,LRPCP,PV754,McKay-GLIER,2022-04-11 00:00:00,wwpH,,Field hand-held probe,max,,,7.2,,,
SM_LRWRP250_F,LRWRP,PV755,McKay-GLIER,2022-04-11 07:00:00,wwFlow,,Measured daily average flow,mean,,,100.0,ML/D,,
SM_LRWRP250_T,LRWRP,PV755,McKay-GLIER,2022-04-11 07:00:00,wwTemp,,Field hand-held probe,max,,,12.4,oC,,
SM_LRWRP250_pH,LRWRP,PV755,McKay-GLIER,2022-04-11 07:00:00,wwpH,,Field hand-held probe,max,,,7.0,,,
SM_TB123_T,TB,PV757,McKay-GLIER,2022-04-06 08:40:00,wwTemp,,Field hand-held probe,max,,,6.7,oC,,
SM_TB123_pH,TB,PV757,McKay-GLIER,2022-04-06 08:40:00,wwpH,,Field hand-held probe,max,,,7.53,,,
SM_TB123_F,TB,PV757,McKay-GLIER,2022-04-06 08:40:00,wwFlow,,Measured daily average flow,mean,,,70.74,ML/D,, 
SM_TB123_TSS,TB,PV757,McKay-GLIER,2022-04-06 08:40:00,wwTSS,,Laboratory analysis,max,,,98.4,mg/L,,
SM_CHWW109_F,CHWW,PV801,McKay-GLIER,2022-04-08 00:00:00,wwFlow,,Measured daily average flow,mean,,,24.07,ML/D,,
SM_CHWW109_T,CHWW,PV801,McKay-GLIER,2022-04-08 00:00:00,wwTemp,,Field hand-held probe,max,,,14.6,oC,,
SM_CHWW109_pH,CHWW,PV801,McKay-GLIER,2022-04-08 00:00:00,wwpH,,Field hand-held probe,max,,,8.37,,,
SM_CHWW110_F,CHWW,PV802,McKay-GLIER,2022-04-11 00:00:00,wwFlow,,Measured daily average flow,mean,,,23.5,ML/D,,
SM_CHWW110_T,CHWW,PV802,McKay-GLIER,2022-04-11 00:00:00,wwTemp,,Field hand-held probe,max,,,13.0,oC,,
SM_CHWW110_pH,CHWW,PV802,McKay-GLIER,2022-04-11 00:00:00,wwpH,,Field hand-held probe,max,,,8.48,,,
SM_TB124_T,TB,PV803,McKay-GLIER,2022-04-08 08:55:00,wwTemp,,Field hand-held probe,max,,,7.1,oC,,
SM_TB124_pH,TB,PV803,McKay-GLIER,2022-04-08 08:55:00,wwpH,,Field hand-held probe,max,,,7.66,,,
SM_TB124_F,TB,PV803,McKay-GLIER,2022-04-08 08:55:00,wwFlow,,Measured daily average flow,mean,,,118.87,ML/D,,
SM_TB124_TSS,TB,PV803,McKay-GLIER,2022-04-08 08:55:00,wwTSS,,Laboratory analysis,max,,,95.4,mg/L,,
SM_TB125_T,TB,PV804,McKay-GLIER,2022-04-11 09:00:00,wwTemp,,Field hand-held probe,max,,,6.7,oC,,
SM_TB125_pH,TB,PV804,McKay-GLIER,2022-04-11 09:00:00,wwpH,,Field hand-held probe,max,,,7.63,,,
SM_TB125_F,TB,PV804,McKay-GLIER,2022-04-11 09:00:00,wwFlow,,Measured daily average flow,mean,,,98.89,ML/D,,
SM_TB125_TSS,TB,PV804,McKay-GLIER,2022-04-11 09:00:00,wwTSS,,Laboratory analysis,max,,,91.8,mg/L,,
SM_LA103_F,LA,PV805,McKay-GLIER,2022-04-12 08:30:00,wwFlow,,Measured daily average flow,mean,,,158.0,L/s,,
SM_LA103_T,LA,PV805,McKay-GLIER,2022-04-12 08:30:00,wwTemp,,Field hand-held probe,max,,,13.9,oC,,
SM_LA103_pH,LA,PV805,McKay-GLIER,2022-04-12 08:30:00,wwpH,,Field hand-held probe,max,,,7.18,,,
SM_AM155_F,AM,PV806,McKay-GLIER,2022-04-13 06:30:00,wwFlow,,Measured daily average flow,mean,,,7410.7,m3/d,,
SM_AM155_F_Spot,AM,PV806,McKay-GLIER,2022-04-13 06:30:00,wwFlow,,Field hand-held probe,max,,,321.7,m3/hr,,
SM_AM155_T,AM,PV806,McKay-GLIER,2022-04-13 06:30:00,wwTemp,,Field hand-held probe,max,,,10.9,oC,,
SM_AM155_pH,AM,PV806,McKay-GLIER,2022-04-13 06:30:00,wwpH,,Field hand-held probe,max,,,7.85,,,
SM_LPCC199_F,LPCC,PV807,McKay-GLIER,2022-04-13 07:00:00,wwFlow,,Measured daily average flow,mean,,,232.7,L/s,,
SM_LPCC199_pH,LPCC,PV807,McKay-GLIER,2022-04-13 07:00:00,wwpH,,Field hand-held probe,max,,,8.03,,,
SM_LPCC199_T,LPCC,PV807,McKay-GLIER,2022-04-13 07:00:00,wwTemp,,Field hand-held probe,max,,,14.0,oC,,
SM_LRPCP243_T,LRPCP,PV808,McKay-GLIER,2022-04-12 00:00:00,wwTemp,,Field hand-held probe,max,,,12.7,oC,,
SM_LRPCP243_pH,LRPCP,PV808,McKay-GLIER,2022-04-12 00:00:00,wwpH,,Field hand-held probe,max,,,7.2,,,
SM_LRPCP243_F,LRPCP,PV808,McKay-GLIER,2022-04-12 00:00:00,wwFlow,,Measured daily average flow,mean,,,36000.0,m3/d,,
SM_LRPCP244_T,LRPCP,PV809,McKay-GLIER,2022-04-13 00:00:00,wwTemp,,Field hand-held probe,max,,,12.8,oC,,
SM_LRPCP244_pH,LRPCP,PV809,McKay-GLIER,2022-04-13 00:00:00,wwpH,,Field hand-held probe,max,,,7.2,,,
SM_LRPCP244_F,LRPCP,PV809,McKay-GLIER,2022-04-13 00:00:00,wwFlow,,Measured daily average flow,mean,,,34000.0,m3/d,,
SM_LRWRP251_F,LRWRP,PV810,McKay-GLIER,2022-04-12 07:00:00,wwFlow,,Measured daily average flow,mean,,,89.0,ML/D,,
SM_LRWRP251_T,LRWRP,PV810,McKay-GLIER,2022-04-12 07:00:00,wwTemp,,Field hand-held probe,max,,,13.5,oC,,
SM_LRWRP251_pH,LRWRP,PV810,McKay-GLIER,2022-04-12 07:00:00,wwpH,,Field hand-held probe,max,,,7.0,,,
SM_LRWRP252_F,LRWRP,PV811,McKay-GLIER,2022-04-13 07:00:00,wwFlow,,Measured daily average flow,mean,,,70.0,ML/D,,
SM_LRWRP252_T,LRWRP,PV811,McKay-GLIER,2022-04-13 07:00:00,wwTemp,,Field hand-held probe,max,,,13.8,oC,,
SM_LRWRP252_pH,LRWRP,PV811,McKay-GLIER,2022-04-13 07:00:00,wwpH,,Field hand-held probe,max,,,6.9,,,
SM_CHWW111_F,CHWW,PV812,McKay-GLIER,2022-04-13 00:00:00,wwFlow,,Measured daily average flow,mean,,,23.47,ML/D,,
SM_CHWW111_T,CHWW,PV812,McKay-GLIER,2022-04-13 00:00:00,wwTemp,,Field hand-held probe,max,,,8.0,oC,,
SM_CHWW111_pH,CHWW,PV812,McKay-GLIER,2022-04-13 00:00:00,wwpH,,Field hand-held probe,max,,,8.3,,,
SM_LRWRP253_F,LRWRP,PV813,McKay-GLIER,2022-04-14 06:30:00,wwFlow,,Measured daily average flow,mean,,,107.0,ML/D,,
SM_LRWRP253_T,LRWRP,PV813,McKay-GLIER,2022-04-14 06:30:00,wwTemp,,Field hand-held probe,max,,,12.8,oC,,
SM_LRWRP253_pH,LRWRP,PV813,McKay-GLIER,2022-04-14 06:30:00,wwpH,,Field hand-held probe,max,,,7.0,,,
SM_AM156_F,AM,PV823,McKay-GLIER,2022-04-20 06:30:00,wwFlow,,Measured daily average flow,mean,,,9778.8,m3/d,,
SM_AM156_F_Spot,AM,PV823,McKay-GLIER,2022-04-20 06:30:00,wwFlow,,Field hand-held probe,max,,,373.7,m3/hr,,
SM_AM156_T,AM,PV823,McKay-GLIER,2022-04-20 06:30:00,wwTemp,,Field hand-held probe,max,,,13.4,oC,,
SM_AM156_pH,AM,PV823,McKay-GLIER,2022-04-20 06:30:00,wwpH,,Field hand-held probe,max,,,7.93,,,
SM_LPCC200_F,LPCC,PV824,McKay-GLIER,2022-04-20 07:15:00,wwFlow,,Measured daily average flow,mean,,,240.0,L/s,,
SM_LPCC200_pH,LPCC,PV824,McKay-GLIER,2022-04-20 07:15:00,wwpH,,Field hand-held probe,max,,,8.36,,,
SM_LPCC200_T,LPCC,PV824,McKay-GLIER,2022-04-20 07:15:00,wwTemp,,Field hand-held probe,max,,,13.3,oC,,
SM_LRPCP245_T,LRPCP,PV825,McKay-GLIER,2022-04-14 00:00:00,wwTemp,,Field hand-held probe,max,,,12.9,oC,,
SM_LRPCP245_pH,LRPCP,PV825,McKay-GLIER,2022-04-14 00:00:00,wwpH,,Field hand-held probe,max,,,7.4,,,
SM_LRPCP246_T,LRPCP,PV826,McKay-GLIER,2022-04-19 00:00:00,wwTemp,,Field hand-held probe,max,,,12.0,oC,,
SM_LRPCP246_pH,LRPCP,PV826,McKay-GLIER,2022-04-19 00:00:00,wwpH,,Field hand-held probe,max,,,7.1,,,
SM_LRPCP246_F,LRPCP,PV826,McKay-GLIER,2022-04-19 00:00:00,wwFlow,,Measured daily average flow,mean,,,60000.0,m3/d,,
SM_LRPCP247_T,LRPCP,PV827,McKay-GLIER,2022-04-20 00:00:00,wwTemp,,Field hand-held probe,max,,,12.1,oC,,
SM_LRPCP247_pH,LRPCP,PV827,McKay-GLIER,2022-04-20 00:00:00,wwpH,,Field hand-held probe,max,,,7.2,,,
SM_LRPCP247_F,LRPCP,PV827,McKay-GLIER,2022-04-20 00:00:00,wwFlow,,Measured daily average flow,mean,,,40000.0,m3/d,,
SM_LRWRP254_F,LRWRP,PV828,McKay-GLIER,2022-04-15 06:30:00,wwFlow,,Measured daily average flow,mean,,,70.0,ML/D,,
SM_LRWRP254_T,LRWRP,PV828,McKay-GLIER,2022-04-15 06:30:00,wwTemp,,Field hand-held probe,max,,,12.4,oC,,
SM_LRWRP254_pH,LRWRP,PV828,McKay-GLIER,2022-04-15 06:30:00,wwpH,,Field hand-held probe,max,,,6.9,,,
SM_LRWRP255_F,LRWRP,PV829,McKay-GLIER,2022-04-18 06:40:00,wwFlow,,Measured daily average flow,mean,,,90.0,ML/D,,
SM_LRWRP255_pH,LRWRP,PV829,McKay-GLIER,2022-04-18 06:40:00,wwpH,,Field hand-held probe,max,,,6.9,,,
SM_LRWRP256_F,LRWRP,PV830,McKay-GLIER,2022-04-19 06:30:00,wwFlow,,Measured daily average flow,mean,,,135.0,ML/D,,
SM_LRWRP256_T,LRWRP,PV830,McKay-GLIER,2022-04-19 06:30:00,wwTemp,,Field hand-held probe,max,,,11.6,oC,,
SM_LRWRP256_pH,LRWRP,PV830,McKay-GLIER,2022-04-19 06:30:00,wwpH,,Field hand-held probe,max,,,6.6,,,
SM_LRWRP257_F,LRWRP,PV831,McKay-GLIER,2022-04-20 06:30:00,wwFlow,,Measured daily average flow,mean,,,84.0,ML/D,,
SM_LRWRP257_T,LRWRP,PV831,McKay-GLIER,2022-04-20 06:30:00,wwTemp,,Field hand-held probe,max,,,12.3,oC,,
SM_LRWRP257_pH,LRWRP,PV831,McKay-GLIER,2022-04-20 06:30:00,wwpH,,Field hand-held probe,max,,,6.9,,,
SM_CHWW112_F,CHWW,PV833,McKay-GLIER,2022-04-15 00:00:00,wwFlow,,Measured daily average flow,mean,,,24.59,ML/D,,
SM_CHWW112_T,CHWW,PV833,McKay-GLIER,2022-04-15 00:00:00,wwTemp,,Field hand-held probe,max,,,14.0,oC,,
SM_CHWW112_pH,CHWW,PV833,McKay-GLIER,2022-04-15 00:00:00,wwpH,,Field hand-held probe,max,,,9.29,,,
SM_CHWW113_F,CHWW,PV834,McKay-GLIER,2022-04-18 00:00:00,wwFlow,,Measured daily average flow,mean,,,23.66,ML/D,,
SM_CHWW113_T,CHWW,PV834,McKay-GLIER,2022-04-18 00:00:00,wwTemp,,Field hand-held probe,max,,,6.5,oC,,
SM_CHWW113_pH,CHWW,PV834,McKay-GLIER,2022-04-18 00:00:00,wwpH,,Field hand-held probe,max,,,7.85,,,
SM_TB127_T,TB,PV835,McKay-GLIER,2022-04-18 10:15:00,wwTemp,,Field hand-held probe,max,,,5.5,oC,,
SM_TB127_pH,TB,PV835,McKay-GLIER,2022-04-18 10:15:00,wwpH,,Field hand-held probe,max,,,7.38,,,
SM_TB127_F,TB,PV835,McKay-GLIER,2022-04-18 10:15:00,wwFlow,,Measured daily average flow,mean,,,105.95,ML/D,, 
SM_TB128_T,TB,PV836,McKay-GLIER,2022-04-20 08:55:00,wwTemp,,Field hand-held probe,max,,,7.1,oC,,
SM_TB128_pH,TB,PV836,McKay-GLIER,2022-04-20 08:55:00,wwpH,,Field hand-held probe,max,,,7.61,,,
SM_TB128_F,TB,PV836,McKay-GLIER,2022-04-20 08:55:00,wwFlow,,Measured daily average flow,mean,,,107.26,ML/D,, 
SM_TB128_TSS,TB,PV836,McKay-GLIER,2022-04-20 08:55:00,wwTSS,,Laboratory analysis,max,,,78.2,mg/L,,
SM_LA104_F,LA,PV837,McKay-GLIER,2022-04-19 09:00:00,wwFlow,,Measured daily average flow,mean,,,178.0,L/s,,
SM_LA104_T,LA,PV837,McKay-GLIER,2022-04-19 09:00:00,wwTemp,,Field hand-held probe,max,,,17.3,oC,,
SM_LA104_pH,LA,PV837,McKay-GLIER,2022-04-19 09:00:00,wwpH,,Field hand-held probe,max,,,7.89,,,
SM_LRPCP248_F,LRPCP,PV838,McKay-GLIER,2022-04-21 00:00:00,wwFlow,,Measured daily average flow,mean,,,39500.0,m3/d,,
SM_LRPCP248_T,LRPCP,PV838,McKay-GLIER,2022-04-21 00:00:00,wwTemp,,Field hand-held probe,max,,,12.8,oC,,
SM_LRPCP248_pH,LRPCP,PV838,McKay-GLIER,2022-04-21 00:00:00,wwpH,,Field hand-held probe,max,,,7.2,,,
SM_LRPCP249_F,LRPCP,PV839,McKay-GLIER,2022-04-22 00:00:00,wwFlow,,Measured daily average flow,mean,,,41000.0,m3/d,,
SM_LRPCP249_T,LRPCP,PV839,McKay-GLIER,2022-04-22 00:00:00,wwTemp,,Field hand-held probe,max,,,12.8,oC,,
SM_LRPCP249_pH,LRPCP,PV839,McKay-GLIER,2022-04-22 00:00:00,wwpH,,Field hand-held probe,max,,,7.3,,,
SM_LRWRP258_F,LRWRP,PV840,McKay-GLIER,2022-04-21 07:00:00,wwFlow,,Measured daily average flow,mean,,,98.0,ML/D,,
SM_LRWRP258_T,LRWRP,PV840,McKay-GLIER,2022-04-21 07:00:00,wwTemp,,Field hand-held probe,max,,,12.0,oC,,
SM_LRWRP258_pH,LRWRP,PV840,McKay-GLIER,2022-04-21 07:00:00,wwpH,,Field hand-held probe,max,,,7.0,,,
SM_LRWRP259_F,LRWRP,PV841,McKay-GLIER,2022-04-22 07:00:00,wwFlow,,Measured daily average flow,mean,,,115.0,ML/D,,
SM_LRWRP259_T,LRWRP,PV841,McKay-GLIER,2022-04-22 07:00:00,wwTemp,,Field hand-held probe,max,,,12.0,oC,,
SM_LRWRP259_pH,LRWRP,PV841,McKay-GLIER,2022-04-22 07:00:00,wwpH,,Field hand-held probe,max,,,7.0,,,
SM_AM157_F,AM,PV846,McKay-GLIER,2022-04-25 06:30:00,wwFlow,,Measured daily average flow,mean,,,11981.0,m3/d,,
SM_AM157_F_Spot,AM,PV846,McKay-GLIER,2022-04-25 06:30:00,wwFlow,,Field hand-held probe,max,,,510.4,m3/hr,,
SM_AM157_T,AM,PV846,McKay-GLIER,2022-04-25 06:30:00,wwTemp,,Field hand-held probe,max,,,10.7,oC,,
SM_AM157_pH,AM,PV846,McKay-GLIER,2022-04-25 06:30:00,wwpH,,Field hand-held probe,max,,,7.82,,,
SM_LPCC201_F,LPCC,PV847,McKay-GLIER,2022-04-22 07:00:00,wwFlow,,Measured daily average flow,mean,,,234.0,L/s,,
SM_LPCC201_pH,LPCC,PV847,McKay-GLIER,2022-04-22 07:00:00,wwpH,,Field hand-held probe,max,,,8.06,,,
SM_LPCC201_T,LPCC,PV847,McKay-GLIER,2022-04-22 07:00:00,wwTemp,,Field hand-held probe,max,,,15.3,oC,,
SM_LPCC202_F,LPCC,PV848,McKay-GLIER,2022-04-25 07:00:00,wwFlow,,Measured daily average flow,mean,,,182.0,L/s,,
SM_LPCC202_pH,LPCC,PV848,McKay-GLIER,2022-04-25 07:00:00,wwpH,,Field hand-held probe,max,,,8.36,,,
SM_LPCC202_T,LPCC,PV848,McKay-GLIER,2022-04-25 07:00:00,wwTemp,,Field hand-held probe,max,,,13.7,oC,,
SM_LRPCP250_F,LRPCP,PV849,McKay-GLIER,2022-04-25 00:00:00,wwFlow,,Measured daily average flow,mean,,,45000.0,m3/d,,
SM_LRPCP250_T,LRPCP,PV849,McKay-GLIER,2022-04-25 00:00:00,wwTemp,,Field hand-held probe,max,,,12.8,oC,,
SM_LRPCP250_pH,LRPCP,PV849,McKay-GLIER,2022-04-25 00:00:00,wwpH,,Field hand-held probe,max,,,7.2,,,
SM_LRWRP260_F,LRWRP,PV850,McKay-GLIER,2022-04-25 07:00:00,wwFlow,,Measured daily average flow,mean,,,115.0,ML/D,,
SM_LRWRP260_T,LRWRP,PV850,McKay-GLIER,2022-04-25 07:00:00,wwTemp,,Field hand-held probe,max,,,12.5,oC,,
SM_LRWRP260_pH,LRWRP,PV850,McKay-GLIER,2022-04-25 07:00:00,wwpH,,Field hand-held probe,max,,,6.6,,,
SM_CHWW114_F,CHWW,PV852,McKay-GLIER,2022-04-20 00:00:00,wwFlow,,Measured daily average flow,mean,,,31.09,ML/D,,
SM_CHWW114_T,CHWW,PV852,McKay-GLIER,2022-04-20 00:00:00,wwTemp,,Field hand-held probe,max,,,12.2,oC,,
SM_CHWW114_pH,CHWW,PV852,McKay-GLIER,2022-04-20 00:00:00,wwpH,,Field hand-held probe,max,,,7.76,,,
SM_CHWW115_F,CHWW,PV854,McKay-GLIER,2022-04-22 00:00:00,wwFlow,,Measured daily average flow,mean,,,28.55,ML/D,,
SM_CHWW115_T,CHWW,PV854,McKay-GLIER,2022-04-22 00:00:00,wwTemp,,Field hand-held probe,max,,,12.2,oC,,
SM_CHWW115_pH,CHWW,PV854,McKay-GLIER,2022-04-22 00:00:00,wwpH,,Field hand-held probe,max,,,7.65,,,
SM_CHWW116_F,CHWW,PV855,McKay-GLIER,2022-04-25 00:00:00,wwFlow,,Measured daily average flow,mean,,,25.96,ML/D,,
SM_CHWW116_T,CHWW,PV855,McKay-GLIER,2022-04-25 00:00:00,wwTemp,,Field hand-held probe,max,,,20.0,oC,,
SM_CHWW116_pH,CHWW,PV855,McKay-GLIER,2022-04-25 00:00:00,wwpH,,Field hand-held probe,max,,,8.05,,,
SM_TB129_T,TB,PV856,McKay-GLIER,2022-04-21 08:55:00,wwTemp,,Field hand-held probe,max,,,6.9,oC,,
SM_TB129_pH,TB,PV856,McKay-GLIER,2022-04-21 08:55:00,wwpH,,Field hand-held probe,max,,,7.41,,,
SM_TB129_F,TB,PV856,McKay-GLIER,2022-04-21 08:55:00,wwFlow,,Measured daily average flow,mean,,,112.37,ML/D,,
SM_TB129_TSS,TB,PV856,McKay-GLIER,2022-04-21 08:55:00,wwTSS,,Laboratory analysis,max,,,95.4,mg/L,,
SM_TB130_T,TB,PV857,McKay-GLIER,2022-04-22 09:15:00,wwTemp,,Field hand-held probe,max,,,8.4,oC,,
SM_TB130_pH,TB,PV857,McKay-GLIER,2022-04-22 09:15:00,wwpH,,Field hand-held probe,max,,,7.62,,,
SM_TB130_F,TB,PV857,McKay-GLIER,2022-04-22 09:15:00,wwFlow,,Measured daily average flow,mean,,,122.19,ML/D,,
SM_TB130_TSS,TB,PV857,McKay-GLIER,2022-04-22 09:15:00,wwTSS,,Laboratory analysis,max,,,89.4,mg/L,,
SM_TB131_T,TB,PV858,McKay-GLIER,2022-04-25 08:45:00,wwTemp,,Field hand-held probe,max,,,7.3,oC,,
