sampleID,siteID,type,collection,dateTime,dateTimeStart,dateTimeEnd,sizeL,fieldSampleTempC,shippedOnIce,sentDate,recDate,notes
OSW52,OSW,rawWW,cpTP24h,,2021-02-04 00:00:00,2021-02-05 00:00:00,1.0,,Yes,,,
SKY52,SKY,rawWW,cpTP24h,,2021-02-04 00:00:00,2021-02-05 00:00:00,1.0,,Yes,,,
ACT82,ACT,rawWW,cpTP24h,,2021-02-07 00:00:00,2021-02-08 00:00:00,1.0,,Yes,,,
GT82,GT,rawWW,cpTP24h,,2021-02-07 00:00:00,2021-02-08 00:00:00,1.0,,Yes,,,
MH82,MH,rawWW,cpTP24h,,2021-02-07 00:00:00,2021-02-08 00:00:00,1.0,,Yes,,,
OSE82,OSE,rawWW,cpTP24h,,2021-02-07 00:00:00,2021-02-08 00:00:00,1.0,,Yes,,,
OSW82,OSW,rawWW,cpTP24h,,2021-02-07 00:00:00,2021-02-08 00:00:00,1.0,,Yes,,,
SKY82,SKY,rawWW,cpTP24h,,2021-02-07 00:00:00,2021-02-08 00:00:00,1.0,,Yes,,,
ACT102,ACT,rawWW,cpTP24h,,2021-02-09 00:00:00,2021-02-10 00:00:00,1.0,,Yes,,,
GT102,GT,rawWW,cpTP24h,,2021-02-09 00:00:00,2021-02-10 00:00:00,1.0,,Yes,,,
MH102,MH,rawWW,cpTP24h,,2021-02-09 00:00:00,2021-02-10 00:00:00,1.0,,Yes,,,
OSE102,OSE,rawWW,cpTP24h,,2021-02-09 00:00:00,2021-02-10 00:00:00,1.0,,Yes,,,
OSW102,OSW,rawWW,cpTP24h,,2021-02-09 00:00:00,2021-02-10 00:00:00,1.0,,Yes,,,
SKY102,SKY,rawWW,cpTP24h,,2021-02-09 00:00:00,2021-02-10 00:00:00,1.0,,Yes,,,
ACT122,ACT,rawWW,cpTP24h,,2021-02-11 00:00:00,2021-02-12 00:00:00,1.0,,Yes,,,
GT122,GT,rawWW,cpTP24h,,2021-02-11 00:00:00,2021-02-12 00:00:00,1.0,,Yes,,,
MH122,MH,rawWW,cpTP24h,,2021-02-11 00:00:00,2021-02-12 00:00:00,1.0,,Yes,,,
OSE122,OSE,rawWW,cpTP24h,,2021-02-11 00:00:00,2021-02-12 00:00:00,1.0,,Yes,,,
OSW122,OSW,rawWW,cpTP24h,,2021-02-11 00:00:00,2021-02-12 00:00:00,1.0,,Yes,,,
SKY122,SKY,rawWW,cpTP24h,,2021-02-11 00:00:00,2021-02-12 00:00:00,1.0,,Yes,,,
ACT172,ACT,rawWW,cpTP24h,,2021-02-16 00:00:00,2021-02-17 00:00:00,1.0,,Yes,,,
GT172,GT,rawWW,cpTP24h,,2021-02-16 00:00:00,2021-02-17 00:00:00,1.0,,Yes,,,
MH172,MH,rawWW,cpTP24h,,2021-02-16 00:00:00,2021-02-17 00:00:00,1.0,,Yes,,,
OSE172,OSE,rawWW,cpTP24h,,2021-02-16 00:00:00,2021-02-17 00:00:00,1.0,,Yes,,,
OSW172,OSW,rawWW,cpTP24h,,2021-02-16 00:00:00,2021-02-17 00:00:00,1.0,,Yes,,,
SKY172,SKY,rawWW,cpTP24h,,2021-02-16 00:00:00,2021-02-17 00:00:00,1.0,,Yes,,,
ACT192,ACT,rawWW,cpTP24h,,2021-02-18 00:00:00,2021-02-19 00:00:00,1.0,,Yes,,,
GT192,GT,rawWW,cpTP24h,,2021-02-18 00:00:00,2021-02-19 00:00:00,1.0,,Yes,,,
MH192,MH,rawWW,cpTP24h,,2021-02-18 00:00:00,2021-02-19 00:00:00,1.0,,Yes,,,
OSE192,OSE,rawWW,cpTP24h,,2021-02-18 00:00:00,2021-02-19 00:00:00,1.0,,Yes,,,
OSW192,OSW,rawWW,cpTP24h,,2021-02-18 00:00:00,2021-02-19 00:00:00,1.0,,Yes,,,
SKY192,SKY,rawWW,cpTP24h,,2021-02-18 00:00:00,2021-02-19 00:00:00,1.0,,Yes,,,
ACT222,ACT,rawWW,cpTP24h,,2021-02-21 00:00:00,2021-02-22 00:00:00,1.0,,Yes,,,
GT222,GT,rawWW,cpTP24h,,2021-02-21 00:00:00,2021-02-22 00:00:00,1.0,,Yes,,,
